Country,State,Year,Type Of Areas,Age Group,Gender,"Labour Force Participation Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1","Worker Population Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"," Unemployment Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,54.2,50.3,7.1
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,73.5,70.7,3.9
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,25,21.1,15.4
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,49.3,45.9,6.9
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,58.4,56.1,3.9
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,20,16.9,15.4
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,39.2,36.6,6.8
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,63.5,56.7,10.7
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,28.5,22.2,22
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,46.3,39.8,14.1
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,83.8,80.8,3.7
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,37.8,35.3,6.6
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,60.8,58,4.6
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,77.4,74.8,3.4
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,33.8,31.7,6.2
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,55.5,53.1,4.2
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,60.4,58.4,3.4
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,26.6,24.9,6.2
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,43.5,41.7,4.2
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,55.6,40.7,26.8
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,26.2,10.9,58.3
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,40.9,25.8,36.9
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,80.6,73.5,8.9
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,39.8,33.5,15.9
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,58.4,51.7,11.5
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,73.6,68.2,7.3
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,35.1,30.3,13.8
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,52.8,47.7,9.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,57.9,53.7,7.3
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,29.4,25.3,13.8
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,42.9,38.7,9.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,52.9,39.1,26.2
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,25.4,13,48.9
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,38.8,25.7,33.8
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,79.1,72.4,8.5
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,33.5,27.3,18.5
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,54.6,48.2,11.8
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,69.8,64.7,7.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,28.6,23.8,16.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,47.7,42.7,10.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,54.9,50.8,7.5
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,23.2,19.3,16.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,38.1,34.2,10.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,54.3,39.9,26.5
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,25.8,11.9,53.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,39.8,25.7,35.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,79.9,72.9,8.7
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,36.7,30.5,17.1
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,56.5,50,11.6
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,71.7,66.5,7.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,31.9,27.1,15.1
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,50.3,45.3,10
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,56.4,52.2,7.4
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,26.3,22.4,15.1
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,40.5,36.5,10
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,39.1,39.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,38.3,38.3,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,38.8,38.8,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,75.2,75.2,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,58.2,58.2,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,67.6,67.6,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,72.2,72.2,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,52.4,52.4,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,63.1,63.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,51.1,51.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,39.1,39.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,45.8,45.8,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,48.8,48.8,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,19.8,19.8,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,33.3,33.3,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,82.8,81.5,1.5
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,46.7,46.7,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,65.8,65.1,1
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,77,75.8,1.5
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,43.2,43.2,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,61.2,60.6,1
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,57.5,56.7,1.5
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,31.2,31.2,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,45,44.6,1
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,40,40,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,35.5,35.5,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,38.1,38.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,76.2,76.1,0.2
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,56.6,56.6,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,67.3,67.2,0.1
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,72.8,72.6,0.2
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,51.1,51.1,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,62.8,62.7,0.1
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,51.9,51.8,0.2
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,38,38,0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,45.7,45.6,0.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,69.8,68.3,2.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,56,2,96.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,64.7,44.1,31.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,87.7,87.1,0.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,49,31,36.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,71.8,64.1,10.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,79.3,78.8,0.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,41.1,26,36.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,63,56.2,10.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,69.7,69.3,0.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,35.3,22.4,36.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,54.9,49,10.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,81.3,54.9,32.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,23.6,10.5,55.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,51.9,32.3,37.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,91.7,78.4,14.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,29.5,24.5,17
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,58.7,49.8,15.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,81.9,70.5,13.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,27,22.4,17
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,53.5,45.7,14.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,64.9,55.8,13.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,20.3,16.8,17
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,41.3,35.2,14.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,78.1,58.7,24.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,29.4,9,69.5
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,54.9,35,36.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,90.6,80.7,11
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,33,25.7,22.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,61.5,52.9,14
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,81.2,72.6,10.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,29.7,23.1,22.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,55.6,48,13.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,66,59,10.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,22.8,17.8,22.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,44,38,13.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,70.3,65.9,6.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,27,26.4,2.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,49.8,47.2,5.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,85,82.9,2.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,47,46.8,0.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,66.7,65.4,1.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,81.7,79.8,2.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,43.2,42.9,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,62.9,61.8,1.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,59.9,58.5,2.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,31.5,31.4,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,46.1,45.3,1.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,62.1,50.8,18.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,14.2,10.9,23.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,40.3,32.6,19.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,81.3,75,7.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,25.6,24.1,5.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,54.7,50.7,7.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,75.7,70.1,7.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,23.3,22,5.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,50.3,46.9,6.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,57.1,52.9,7.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,18.2,17.2,5.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,38.6,35.9,7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,68,61.7,9.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,23.7,22.3,5.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,47.2,43.3,8.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,84,80.7,4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,41.1,40.5,1.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,63.3,61.3,3.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,80,77.1,3.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,37.7,37.2,1.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,59.4,57.7,3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,59.1,57,3.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,28,27.6,1.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,44.1,42.8,3
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,56.8,51,10.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,24.8,23.3,6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,42.4,38.5,9.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,80.8,77.9,3.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,53.1,52.4,1.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,67.5,65.7,2.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,76.9,74.4,3.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,48.4,47.8,1.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,63,61.5,2.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,59.1,57.2,3.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,37.9,37.4,1.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,48.9,47.7,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,54.6,48.2,11.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,22.8,19.2,15.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,39.4,34.4,12.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,80.1,76.7,4.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,28.6,26.9,5.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,54.8,52.2,4.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,73.9,70.9,4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,25.7,24.3,5.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,50.1,47.8,4.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,58.1,55.8,4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,20.6,19.4,5.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,39.7,37.9,4.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,55.9,49.8,10.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,23.9,21.5,10
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,41.1,36.8,10.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,80.5,77.4,3.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,42.4,41.3,2.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,62.1,59.9,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,75.6,72.9,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,38.7,37.7,2.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,57.5,55.7,3.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,58.7,56.6,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,30.6,29.8,2.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,45,43.6,3.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,43.6,31.1,28.7
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,20.9,12.8,38.7
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,32.1,21.8,32
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,74.9,68.3,8.9
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,28.8,25.3,12.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,51.9,46.8,9.8
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,71.5,65.5,8.3
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,27.8,24.7,11.3
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,49.7,45.1,9.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,51.7,47.3,8.4
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,20.9,18.3,12.3
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,36.5,33,9.5
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,44.4,28.1,36.9
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,23.9,15.9,33.5
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,33.9,21.8,35.7
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,74.7,65.8,11.9
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,37.8,34.2,9.4
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,55.6,49.5,11
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,69.4,61.8,11
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Female,35,31.9,8.8
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Persons,51.8,46.5,10.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Male,52.6,46.8,11
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Female,27.7,25.2,8.8
India,Manipur,"PLFS Year (Jul - Jun), 2019",Urban,All Ages,Persons,40.1,36,10.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Male,43.8,30.3,31
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Female,21.7,13.6,37.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-29 years,Persons,32.6,21.8,33.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Male,74.9,67.6,9.7
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Female,31.4,27.9,11.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15-59 years,Persons,52.9,47.6,10.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Male,70.9,64.5,9.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Female,29.9,26.8,10.4
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,15 years and above,Persons,50.3,45.5,9.5
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Male,51.9,47.2,9.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Female,22.8,20.3,11.1
India,Manipur,"PLFS Year (Jul - Jun), 2019",Rural + Urban,All Ages,Persons,37.5,33.8,9.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Male,51.4,49.7,3.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Female,22.9,21.4,6.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-29 years,Persons,37.1,35.5,4.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Male,76.9,76.2,1
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Female,51.6,50.9,1.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15-59 years,Persons,64.2,63.4,1.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Male,76.6,75.9,0.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Female,49.9,49.2,1.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,15 years and above,Persons,63,62.2,1.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Male,47.4,47,1
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Female,30.4,30,1.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Rural,All Ages,Persons,38.7,38.3,1.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Male,41.2,33,19.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Female,19.3,9.2,52.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-29 years,Persons,29.9,20.7,30.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Male,71.3,65.7,7.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Female,30.8,25.1,18.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15-59 years,Persons,50.3,44.6,11.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",Urban,15 years and above,Male,70.1,64.8,7.5
